comment_text,identity_attack_x,bias,target,category,rationale
The world doesnt care about Arabs because they are a terrorist culture. Otherwise Palestinians would have had a state by now. So as a booby for the worlds view of Muslims they get a meaningless UN resolution that will ensure no Palestinian state for the foreseeable future and a continuation of their condition of sandsucking rubble honor killings female genital mutilation gay torture and suicide.,0.7,bias,"arabs,muslims","race,religion","prejudice against arabs,muslims"
Yep.  Watch out for all that black crime ladies and gentlemen.  That way you wont notice that 70 of serial killers 8090 of massshooters and child molesters are white.,0.6,bias,"blacks,whites",race,prejudice against blacks and whites
those white Republicans just cant stand anything good that a black man does.,0.515151515,bias,"blacks,whites,republicans,men","race,political,gender",prejudice against white republicans and towards black men
The only positions women should be is on their knees or all fours.,0.8,bias,women,gender,prejudice against women
Wombat despite my strong opposition to transgendered people serving in the military I have to agree with you on every single point mentioned here.  Although I agree with Trump on many points he himself is an idiot.,0.289473684,neutral,,none,
C.Parsons If the terrorists are loathsome for their killing  then Brit soldiers are loathsome for their killing. And there has been much more of that over the decades Brits killing Muslims.,0.542857143,bias,british,race,prejudice against british
Non south Africa s who are black and have received citizenship qualify now for being classed as black for BEE deals. They can get shares or qualify as black run business to provide goods or services,0.5,bias,blacks,race,prejudice against blacks
My condolences to his family.  He was a brave soldier and a true hero willing to give all to fight the Islamic fundamentalists who want to take over the world and impose Islam and Sharia Law and cleanse the world of all infidels.  According to recent news reports there are a number of  former US soldiers and others fighting with the Kurds and others opposed to these Islamic sociopaths.,1,bias,muslims,religion,prejudice against muslims
Only old white men  Seems like a rather racist statement.,0.7,neutral,,none,
Bloody death and extermination are to Islam what charity and forgiveness are to Christianity.   It is the core of the religions.,0.621621622,bias,muslims,religion,prejudice against muslims
Ignoring race in America is a white privilege. For the rest of us that would be a life threatening action. You white folks have so many ways to justify abusing and killing us. You even have racial profiling. Where exactly is that in the Constitution?,0.533333333,bias,whites,race,prejudice against whites
Almost as mendacious as literature from abortionists: an editorial talking about the irrelevance of procreation to sexuality that is captioned by a picture of a mother with a baby not two homosexuals engaged in sodomy.,0.9,bias,homosexuals,lgbtq,prejudice against homosexuals
Wow  These advocacy organizations are getting out of hand.  Now they are teaching illegals how to stay illegal.  They actually should be teaching immigrants how to become citizens.  Soon we will have criminals teaching classes on how to steal rape assault and kill people.,0.253333333,neutral,,none,
I am gay too so I can say it is  quite fascist to eradicate the rights of others ie the right of the School Board to say no. If  Muslim parents had objected you would say nothing. Even today in Toronto Imams teach children in mosques that gays are sick depraved people yet you say nothing about it. Catholics are much easier targets. .,0.5625,bias,muslims,religion,prejudice against muslims
Didnt take long to bring up nazis....since you did anyway....here is a little education for you: nazis were rabid anticommunists antisocialists by extension. For ISIS and their followers religion is center pillar.,0.258064516,neutral,,none,
Give me a break. White men are in other nations killing off innocent people in response to terrorist but do nothing about the terrorist in they own backyard. Stop the race baiting already.,0.5,bias,whites,race,prejudice against whites
Gotta throw christians in there......amirite?,0.9,bias,christians,religion,prejudice towards christians
This is such crap.  Gee is trying to paint everyone who understands there is a problem with Islam terrorism illegal immigration  wondering why Obama cannot produce his actual birth certificate is a racist.  Typical left wing media crap.  I rarely read this paper for good reason.  And by the way it is a fact that MANY Muslims did cheer 911.,0.525,bias,muslims,religion,prejudice against muslims
Wah wah wah go paint yourself a sign and walk around in a circle with the other morons. I just got back from a gay wedding and smoked a huge bowl of the weed I grew. You are a narrow minded lefty who hasnt got a clue.,0.274193548,neutral,,none,
Never. You know its only whites that can be racist....,1,bias,whites,race,prejudice against whites
Gleason should have become a cop. His chances of acquittal would be much higher when shooting black men.,0.7,bias,blacks,race,prejudice against blacks
Islamophobia in the Time of Trump     URL inthetimeoftrump  Fueled by the Presidents nativist agenda and a new alliance with the altright the professional antiMuslim industry has never been strongeror more dangerous.,1,neutral,,none,
whitefragilitycankissmyass muslimfragilitycanlickmydogsballs,0.5,bias,"whites,muslims","race,religion",prejudice against whites and muslims
Im sure theyre well aware of the statistics.  Kaepernick and many other black athletes have donated money and time to community programs.  However blacks that kill other blacks tend to go to jail.  Rogue cops not so much.  That is what theyre protesting....plus Trumps buffoonery of the past week.,0.6,bias,blacks,race,prejudice against blacks
